Time,Time Code,Country Name,Country Code,"Patent applications, residents",Broad money (% of GDP),Broad money (current LCU),"Population, total","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)","Secondary education, pupils",Market capitalization of listed domestic companies (% of GDP)
2019,YR2019,Mauritania,MRT,..,29.5138432519454,82306489466.06,4525698,-11.62480987055,0.0628718154750626,259873,..
2019,YR2019,Mauritius,MUS,4,120.811931327487,601973234583.41,1265711,3.36246224430616,0.423000497427868,122055,61.3381942612692
2019,YR2019,Mexico,MEX,1305,37.7885617726133,9236663552931.68,127575529,2.31706104986171,0.459689367287538,14105856,32.5974014800198
2019,YR2019,"Micronesia, Fed. Sts.",FSM,..,..,..,113811,..,..,..,..
2019,YR2019,Moldova,MDA,85,42.7621791899136,89950706570,2663251,4.19101524526079,0.334957040693975,224148,..
2019,YR2019,Monaco,MCO,10,..,..,38967,..,..,3370,..
2019,YR2019,Mongolia,MNG,84,55.8829716032422,20833642011950,3225166,17.456541335953,0.907167281232829,294682,..
2019,YR2019,Montenegro,MNE,16,52.1371984000055,2581165196.65,622028,7.53408557767035,1.37278366815474,56896,..
2019,YR2019,Morocco,MAR,199,119.054375561689,1370518255153.49,36471766,1.43761096428943,0.746144862205838,2920791,54.6491914266355
2019,YR2019,Mozambique,MOZ,23,48.9288423612345,468144271889.13,30366043,14.2613584139437,-0.201983418909668,..,..
2019,YR2019,Myanmar,MMR,..,55.3907374910581,63195862070000,54045422,2.17371751887261,0,..,..
2019,YR2019,Namibia,NAM,8,63.5268865542772,115336430346.804,2494524,-1.40443627652443,0.0715076206761198,..,20.7628308265081
2019,YR2019,Nauru,NRU,..,..,..,10764,..,..,1203,..
2019,YR2019,Nepal,NPL,..,97.169877777105,3749717955501.41,28608715,0.542801979812718,0,3463763,..
2019,YR2019,Netherlands,NLD,2228,..,..,17344874,-18.6001597520173,-13.8907590727956,1623517,..
2019,YR2019,New Caledonia,NCL,..,..,..,271300,..,..,..,..
2019,YR2019,New Zealand,NZL,324,100.906469601599,326071184000,4979300,1.38253144766267,-0.718965825115247,532479.125,50.6737041509615
2019,YR2019,Nicaragua,NIC,..,36.0102423447505,150416582786.14,6545503,3.98851225146934,0.468630365928107,..,..
2019,YR2019,Niger,NER,..,17.1283439450917,1295776519073.57,23310719,5.55425090223818,0.248050879662611,..,..
2019,YR2019,Nigeria,NGA,..,23.9296085966856,34850876017000,200963603,0.51439293173355,0.0636701269400703,..,9.80129384233952
2019,YR2019,North Macedonia,MKD,..,58.6036552632737,404028100097.656,2083458,4.37950949327015,1.15989230015003,..,..
2019,YR2019,Northern Mariana Islands,MNP,..,..,..,57213,..,..,..,..
2019,YR2019,Norway,NOR,957,65.8332044271972,2349250000000,5347896,4.20606027365574,2.01905705714713,453696,72.8831915365836
2019,YR2019,Oman,OMN,30,..,..,4974992,4.48014920890959,0.822502105886968,436578,22.4277995493983
2019,YR2019,Pakistan,PAK,313,59.0366815700372,22417591739487.4,216565317,0.802956184124695,-0.0305511529322288,14189390,..
2019,YR2019,Palau,PLW,..,..,..,18001,8.19809886087416,..,..,..
2019,YR2019,Panama,PAN,34,..,..,4246440,8.82094823435084,3.30195297458073,..,25.8639663771432
2019,YR2019,Papua New Guinea,PNG,..,26.5275988047239,22311991968.27,8776119,1.34509430922544,-5.9786619949439,..,..
2019,YR2019,Paraguay,PRY,..,46.955254689415,111080498199773,7044639,1.57289965983517,0.194956316927015,..,..
2019,YR2019,Peru,PER,137,49.0278255414392,373825403075.344,32510462,3.89192307792716,0.392348520858714,2825788,43.3162172983805
2019,YR2019,Philippines,PHL,501,76.5971759655216,14950131998323,108116622,2.30117574125842,0.889259474140483,11346712,73.058700367829
2019,YR2019,Poland,POL,3887,68.4178433019865,1565221000000,37965475,2.41649876974549,0.800856457339083,2362297,25.4452940245998
2019,YR2019,Portugal,PRT,703,..,..,10286263,4.30880101184834,0.681406963269804,756915,..
2019,YR2019,Puerto Rico,PRI,..,..,..,3193694,..,..,..,..
2019,YR2019,Qatar,QAT,39,90.3061832608219,578003539000,2832071,-1.59956581896343,2.53090122107721,117369,91.0219228448378
2019,YR2019,Romania,ROU,881,39.9391300411656,422632000000,19371648,2.94975352664824,0.770387774095339,1442475,10.4567997240194
2019,YR2019,Russian Federation,RUS,23337,59.0759724941086,64535500000000,144406261,1.89485898487827,1.29918866674394,10543103,46.906286506199
2019,YR2019,Rwanda,RWA,..,22.2816070593337,2075480004248.56,12626938,3.7124644727321,0.00717708745663181,732104,31.0373503499819
2019,YR2019,Samoa,WSM,2,55.7041060133355,1242865000,197093,0.315646879284856,0.506497381866554,..,..
2019,YR2019,San Marino,SMR,11,..,..,33864,..,..,1674,..
2019,YR2019,Sao Tome and Principe,STP,..,32.2766904819468,3041850430.42552,215048,5.65989290910398,0.21966575675159,..,..
2019,YR2019,Saudi Arabia,SAU,1188,..,..,34268529,0.575380135889993,1.7084025372991,3159358,303.52083897793
2019,YR2019,Senegal,SEN,..,41.6831017999244,5691980527763.28,16296362,4.21921022823211,0.488642457292881,1149844,..
2019,YR2019,Serbia,SRB,168,52.116814070792,2823545613000,6945235,8.29277878317044,0.574608500403465,528758,..
2019,YR2019,Seychelles,SYC,..,87.6782040354537,19457810074.16,97625,16.0543649809229,-0.515238915879788,7325,71.8701265303731
2019,YR2019,Sierra Leone,SLE,..,22.9766870935776,8533020475291.45,7813207,8.30834186034369,..,..,..
2019,YR2019,Singapore,SGP,1727,123.848675386862,632542000000,5703569,32.1698371084041,13.5095948292285,164436,186.243812066779
2019,YR2019,Sint Maarten (Dutch part),SXM,..,..,..,40733,..,..,..,..
2019,YR2019,Slovak Republic,SVK,206,..,..,5454147,2.2000619955634,0.0388915765331823,440701,..
2019,YR2019,Slovenia,SVN,..,..,..,2088385,3.97117406117,2.38949190076535,146647,14.6243339657567
2019,YR2019,Solomon Islands,SLB,..,39.5998751335515,5082247974.64,669821,2.08806314196713,0.257780787821016,..,..
2019,YR2019,Somalia,SOM,..,..,..,15442906,9.0443372092962,..,..,..
2019,YR2019,South Africa,ZAF,567,74.1247865560053,3763778723681.4,58558267,1.45578762030403,0.893755005904047,5036694,300.582330100349
2019,YR2019,South Sudan,SSD,..,..,133214598376.278,11062114,..,..,..,..
2019,YR2019,Spain,ESP,1288,..,..,47133521,1.06337719494793,1.86011061400038,3421868,57.2332705951206
2019,YR2019,Sri Lanka,LKA,356,63.0188784504365,9460994862276.86,21803000,0.885336182021321,0.0921253295648637,..,18.7203699022501
2019,YR2019,St. Kitts and Nevis,KNA,..,106.944057191072,3016592410,52834,8.83178762869374,..,..,..
2019,YR2019,St. Lucia,LCA,..,62.4046846476401,3576173280,182795,1.44364916257425,0.38044770992902,11394,..
2019,YR2019,St. Martin (French part),MAF,..,..,..,38002,..,..,..,..
2019,YR2019,St. Vincent and the Grenadines,VCT,..,78.9860217178476,1758813340,110593,13.7097281227305,-0.75786426195784,..,..
2019,YR2019,Sudan,SDN,238,35.3579911617609,689597585546.461,42813237,2.55920471531464,0,..,..
2019,YR2019,Suriname,SUR,..,64.4441414022654,20288949037.6752,581363,1.99367275485937,2.17808375841705,..,..
2019,YR2019,Sweden,SWE,1802,74.0910749900141,3741317000000,10278887,3.18169771792081,4.32742168212361,927687.1875,..
2019,YR2019,Switzerland,CHE,1369,..,..,8575280,5.09906707796846,9.95473537183883,606669,250.688028037488
2019,YR2019,Syrian Arab Republic,SYR,121,..,..,17070132,..,..,..,..
2019,YR2019,Tajikistan,TJK,1,28.005051862993,22154740518.71,9321023,2.56373022995454,0.279643789596151,..,..
2019,YR2019,Tanzania,TZA,..,20.2390307254491,28313150000000,58005461,1.62034155982694,..,2338457,..
2019,YR2019,Thailand,THA,821,123.333524676458,20841010000000,69625581,0.884981572736617,1.86383002923959,6019229,104.586809444334
2019,YR2019,Timor-Leste,TLS,..,39.0630835576186,788263689.816992,1293120,3.69589190474829,0,161660,..
2019,YR2019,Togo,TGO,..,42.6487604920909,1804259651006.35,8082359,4.7877925668892,0.593356483470846,..,..
2019,YR2019,Tonga,TON,..,51.737131579239,602224402.29,104497,0.340082735123456,0.281807923399344,15324,..
2019,YR2019,Trinidad and Tobago,TTO,1,70.4512277096252,110436526508.5,1394969,0.792701554276517,0.49188809370715,..,..
2019,YR2019,Tunisia,TUN,..,73.4303059463686,84456534600,11694721,2.06699490028647,0.0556438435341726,..,21.6942839577585
2019,YR2019,Turkey,TUR,7871,58.7403803886959,2537696760141.39,83429607,1.21692369712397,0.386510515933072,11276669,24.2919902414909
2019,YR2019,Turkmenistan,TKM,..,..,..,5942094,4.78840171183122,..,706547,..
2019,YR2019,Turks and Caicos Islands,TCA,..,..,..,38194,2.25165599785371,..,..,..
2019,YR2019,Tuvalu,TUV,..,..,..,11655,0.632225155617794,0,1095,..
2019,YR2019,Uganda,UGA,..,20.6298568995364,27108857982666.4,44269587,3.59973114065307,0.000975694499130698,..,..
2019,YR2019,Ukraine,UKR,2097,36.1529952586089,1438310883878.48,44386203,3.78939704827761,0.403431436135848,2444548,..
2019,YR2019,United Arab Emirates,ARE,58,91.3697725843779,1413166000000,9770526,3.2738262078469,3.77571052667265,556259,58.6069836230982
2019,YR2019,United Kingdom,GBR,12061,141.693498969919,3142460000000,66836327,0.0790117558836187,-1.703816596136,6138912,..
2019,YR2019,United States,USA,285113,92.7603016480334,19881523881838,328329953,1.40995582453021,0.570100867822764,25014234,158.122859621509
2019,YR2019,Uruguay,URY,..,49.5730284421827,1070147183269.55,3461731,2.13494686024527,0.0970327617915455,356855,..
2019,YR2019,Uzbekistan,UZB,374,17.8912080459099,91266128045000,33580350,4.01285587276038,0.00534842415080502,4073028,..
2019,YR2019,Vanuatu,VUT,..,89.0972915289489,95102448978,299882,2.88230353396063,0.204066308172226,..,..
2019,YR2019,"Venezuela, RB",VEN,..,..,..,28515829,..,..,..,..
2019,YR2019,Vietnam,VNM,720,164.868246946597,9.95366980966541E+15,96462108,6.15452175697011,0.185170164524225,..,57.1993616209729
2019,YR2019,Virgin Islands (U.S.),VIR,..,..,..,106669,..,..,..,..
2019,YR2019,West Bank and Gaza,PSE,..,..,..,4685306,0.709916172642128,-0.485657819786529,787188,21.9307205182829
2019,YR2019,"Yemen, Rep.",YEM,60,..,..,29161922,..,..,..,..
2019,YR2019,Zambia,ZMB,2,23.5980751018227,70900180662.6754,17861034,2.35091691265535,2.98692706094244,..,..
2019,YR2019,Zimbabwe,ZWE,..,21.2803936652991,35018179944.92,14645473,1.65363104991943,0.196860839275926,..,..
