Time,Time Code,Country Name,Country Code,"Charges for the use of intellectual property, payments (BoP, current US$)",Human capital index (HCI) (scale 0-1),"School enrollment, secondary (gross), gender parity index (GPI)","Literacy rate, youth (ages 15-24), gender parity index (GPI)",Claims on other sectors of the domestic economy (% of GDP)
2020,YR2020,Sri Lanka,LKA,..,0.598324298858643,..,..,..
2020,YR2020,St. Kitts and Nevis,KNA,..,0.586181640625,..,..,..
2020,YR2020,St. Lucia,LCA,..,0.602564752101898,0.980690002441406,..,..
2020,YR2020,St. Martin (French part),MAF,..,..,..,..,..
2020,YR2020,St. Vincent and the Grenadines,VCT,..,0.533341825008392,..,..,..
2020,YR2020,Sudan,SDN,..,0.377445191144943,..,..,..
2020,YR2020,Suriname,SUR,..,..,..,..,..
2020,YR2020,Sweden,SWE,9208813607.69798,0.79535710811615,..,..,..
2020,YR2020,Switzerland,CHE,17961440465.0569,0.756115138530731,..,..,..
2020,YR2020,Syrian Arab Republic,SYR,..,..,..,..,..
2020,YR2020,Tajikistan,TJK,22670,0.504116356372833,..,..,15.9186295978917
2020,YR2020,Tanzania,TZA,..,0.389834702014923,1.09730005264282,..,..
2020,YR2020,Thailand,THA,4503700128.34422,0.609310984611511,0.975419998168945,..,166.935089896659
2020,YR2020,Timor-Leste,TLS,0,0.454314529895783,..,..,..
2020,YR2020,Togo,TGO,..,0.431868046522141,..,..,..
2020,YR2020,Tonga,TON,3740.01215000552,0.531120657920837,1.17641997337341,..,..
2020,YR2020,Trinidad and Tobago,TTO,..,0.603487730026245,..,..,..
2020,YR2020,Tunisia,TUN,..,0.516809940338135,..,..,..
2020,YR2020,Turkey,TUR,2086000000,0.649261832237244,..,..,76.5623960381279
2020,YR2020,Turkmenistan,TKM,..,..,0.982590019702911,..,..
2020,YR2020,Turks and Caicos Islands,TCA,..,..,..,..,..
2020,YR2020,Tuvalu,TUV,..,0.447577118873596,1.01297998428345,..,..
2020,YR2020,Uganda,UGA,..,0.384176582098007,..,..,14.5893369634314
2020,YR2020,Ukraine,UKR,495000000,0.631387114524841,..,..,..
2020,YR2020,United Arab Emirates,ARE,..,0.673011898994446,1.01218998432159,..,..
2020,YR2020,United Kingdom,GBR,16853200293.2693,0.782942950725555,..,..,..
2020,YR2020,United States,USA,40682000000,0.701764345169067,..,..,227.292249527007
2020,YR2020,Uruguay,URY,125365971.54306,0.59876024723053,..,..,..
2020,YR2020,Uzbekistan,UZB,112682350.3869,0.622805714607239,..,..,..
2020,YR2020,Vanuatu,VUT,..,0.454658538103104,1.14437997341156,..,..
2020,YR2020,"Venezuela, RB",VEN,..,..,..,..,..
2020,YR2020,Vietnam,VNM,..,0.689964532852173,..,..,..
2020,YR2020,Virgin Islands (U.S.),VIR,..,..,..,..,..
2020,YR2020,West Bank and Gaza,PSE,..,0.579996645450592,1.1003600358963,1.00024998188019,..
2020,YR2020,"Yemen, Rep.",YEM,..,0.372784405946732,..,..,..
2020,YR2020,Zambia,ZMB,12493123.5004682,0.396927535533905,..,..,..
2020,YR2020,Zimbabwe,ZWE,..,0.46689310669899,..,..,..
